Date,Average_price($/unit) ,Total_Volume (units),Type,Year,City,State,Mileage (miles)
2024-01-28,$0.80 ,297144,Conventional,2024,New Orleans, LA,1954
2024-01-28,$1.05 ,22375,Organic,2024,New Orleans, LA,1954
2024-01-28,$1.15 ,2746964,Conventional,2024,New York, NY,2794
2024-01-28,$1.14 ,219624,Organic,2024,New York, NY,2794
2024-01-28,$0.88 ,852114,Conventional,2024,Orlando, FL,2617
2024-01-28,$1.13 ,58821,Organic,2024,Orlando, FL,2617
2024-01-28,$0.97 ,771347,Conventional,2024,Philadelphia, PA,2759
2024-01-28,$1.02 ,77835,Organic,2024,Philadelphia, PA,2759
2024-01-28,$0.91 ,1333940,Conventional,2024,PhoenixTucson, AZ,482
2024-01-28,$1.27 ,41829,Organic,2024,PhoenixTucson, AZ,482
2024-01-28,$0.84 ,237429,Conventional,2024,Pittsburgh, PA,2445
2024-01-28,$1.08 ,15685,Organic,2024,Pittsburgh, PA,2445
2024-01-28,$1.14 ,624781,Conventional,2024,Portland, OR,855
2024-01-28,$2.09 ,36113,Organic,2024,Portland, OR,855
2024-01-28,$1.04 ,515989,Conventional,2024,RaleighGreensboro, NC,2557
2024-01-28,$1.21 ,56611,Organic,2024,RaleighGreensboro, NC,2557
2024-01-28,$0.96 ,371863,Conventional,2024,RichmondNorfolk, VA,2632
2024-01-28,$1.23 ,37224,Organic,2024,RichmondNorfolk, VA,2632
2024-01-28,$1.17 ,490142,Conventional,2024,Sacramento, CA,277
2024-01-28,$1.64 ,18019,Organic,2024,Sacramento, CA,277
2024-01-28,$1.12 ,602043,Conventional,2024,San Diego, CA,253
2024-01-28,$1.77 ,26262,Organic,2024,San Diego, CA,253
2024-01-28,$1.08 ,855437,Conventional,2024,San Francisco, CA,283
2024-01-28,$1.76 ,63050,Organic,2024,San Francisco, CA,283
2024-01-28,$1.37 ,560420,Conventional,2024,Seattle, WA,1029
2024-01-28,$2.19 ,69336,Organic,2024,Seattle, WA,1029
2024-01-28,$1.15 ,88127,Conventional,2024,Spokane, WA,1097
2024-01-28,$2.15 ,5032,Organic,2024,Spokane, WA,1097
2024-01-28,$0.78 ,280244,Conventional,2024,St. Louis, MO,1841
2024-01-28,$1.29 ,20366,Organic,2024,St. Louis, MO,1841
2024-01-28,$0.94 ,114656,Conventional,2024,Syracuse, NY,2693
2024-01-28,$1.08 ,11649,Organic,2024,Syracuse, NY,2693
2024-01-28,$0.90 ,858074,Conventional,2024,Tampa, FL,2636
2024-01-28,$1.12 ,50475,Organic,2024,Tampa, FL,2636
2024-02-04,$0.98 ,148781,Conventional,2024,Albany, NY,2832
2024-02-04,$1.15 ,7675,Organic,2024,Albany, NY,2832
2024-02-04,$0.92 ,956985,Conventional,2024,Atlanta, GA,2199
2024-02-04,$1.02 ,99533,Organic,2024,Atlanta, GA,2199
2024-02-04,$1.05 ,1420590,Conventional,2024,BaltimoreWashington, MD,2679
2024-02-04,$1.27 ,106239,Organic,2024,BaltimoreWashington, MD,2679
2024-02-04,$1.20 ,122535,Conventional,2024,Boise, ID,827
2024-02-04,$1.94 ,6714,Organic,2024,Boise, ID,827
2024-02-04,$1.08 ,785696,Conventional,2024,Boston, MA,2998
2024-02-04,$1.55 ,37961,Organic,2024,Boston, MA,2998
2024-02-04,$0.87 ,296624,Conventional,2024,BuffaloRochester, NY,2552
2024-02-04,$1.23 ,23057,Organic,2024,BuffaloRochester, NY,2552
2024-02-04,$1.01 ,509148,Conventional,2024,Charlotte, NC,2428
2024-02-04,$1.40 ,44416,Organic,2024,Charlotte, NC,2428
2024-02-04,$0.93 ,1374882,Conventional,2024,Chicago, IL,2030
2024-02-04,$1.22 ,89088,Organic,2024,Chicago, IL,2030
2024-02-04,$0.96 ,353790,Conventional,2024,CincinnatiDayton, OH,2190
2024-02-04,$1.99 ,20074,Organic,2024,CincinnatiDayton, OH,2190
2024-02-04,$0.92 ,311277,Conventional,2024,Columbus, OH,2261
2024-02-04,$1.66 ,13822,Organic,2024,Columbus, OH,2261
2024-02-04,$0.78 ,1638702,Conventional,2024,DallasFtWorth, TX,1449
2024-02-04,$1.08 ,71499,Organic,2024,DallasFtWorth, TX,1449
2024-02-04,$0.98 ,1056881,Conventional,2024,Denver, CO,1032
2024-02-04,$1.23 ,41082,Organic,2024,Denver, CO,1032
2024-02-04,$0.97 ,507443,Conventional,2024,Detroit, MI,2296
2024-02-04,$1.36 ,28677,Organic,2024,Detroit, MI,2296
2024-02-04,$1.04 ,234036,Conventional,2024,Grand Rapids, MI,2193
2024-02-04,$1.08 ,10554,Organic,2024,Grand Rapids, MI,2193
2024-02-04,$1.01 ,508292,Conventional,2024,HarrisburgScranton, PA,2717
2024-02-04,$0.88 ,55746,Organic,2024,HarrisburgScranton, PA,2717
2024-02-04,$1.06 ,503912,Conventional,2024,HartfordSpringfield, CT,2906
2024-02-04,$1.31 ,33672,Organic,2024,HartfordSpringfield, CT,2906
2024-02-04,$0.87 ,1104348,Conventional,2024,Houston, TX,1656
2024-02-04,$1.04 ,40246,Organic,2024,Houston, TX,1656
2024-02-04,$0.97 ,322589,Conventional,2024,Indianapolis, IN,2083
2024-02-04,$1.55 ,14313,Organic,2024,Indianapolis, IN,2083
2024-02-04,$0.91 ,341471,Conventional,2024,Jacksonville, FL,2440
2024-02-04,$1.20 ,20540,Organic,2024,Jacksonville, FL,2440
2024-02-04,$1.08 ,402955,Conventional,2024,Las Vegas, NV,286
2024-02-04,$1.29 ,24085,Organic,2024,Las Vegas, NV,286
2024-02-04,$1.18 ,3293024,Conventional,2024,Los Angeles, CA,111
2024-02-04,$1.62 ,167406,Organic,2024,Los Angeles, CA,111
2024-02-04,$0.90 ,172014,Conventional,2024,Louisville, KY,2101
2024-02-04,$1.79 ,9207,Organic,2024,Louisville, KY,2101
2024-02-04,$0.87 ,382441,Conventional,2024,Nashville, TN,2022
2024-02-04,$1.43 ,32634,Organic,2024,Nashville, TN,2022
2024-02-04,$0.81 ,328837,Conventional,2024,New Orleans, LA,1954
2024-02-04,$1.07 ,19613,Organic,2024,New Orleans, LA,1954
2024-02-04,$1.17 ,2518186,Conventional,2024,New York, NY,2794
2024-02-04,$1.16 ,210559,Organic,2024,New York, NY,2794
2024-02-04,$0.86 ,926298,Conventional,2024,Orlando, FL,2617
2024-02-04,$1.18 ,50966,Organic,2024,Orlando, FL,2617
2024-02-04,$1.00 ,776467,Conventional,2024,Philadelphia, PA,2759
2024-02-04,$1.02 ,73500,Organic,2024,Philadelphia, PA,2759
2024-02-04,$0.92 ,1363649,Conventional,2024,PhoenixTucson, AZ,482
2024-02-04,$1.24 ,45363,Organic,2024,PhoenixTucson, AZ,482
2024-02-04,$0.91 ,239964,Conventional,2024,Pittsburgh, PA,2445
2024-02-04,$1.15 ,12965,Organic,2024,Pittsburgh, PA,2445
2024-02-04,$1.14 ,631410,Conventional,2024,Portland, OR,855
2024-02-04,$2.10 ,36734,Organic,2024,Portland, OR,855
2024-02-04,$1.00 ,575236,Conventional,2024,RaleighGreensboro, NC,2557
2024-02-04,$1.35 ,49594,Organic,2024,RaleighGreensboro, NC,2557
2024-02-04,$0.95 ,403795,Conventional,2024,RichmondNorfolk, VA,2632
2024-02-04,$1.33 ,34517,Organic,2024,RichmondNorfolk, VA,2632
2024-02-04,$1.24 ,472091,Conventional,2024,Sacramento, CA,277
2024-02-04,$1.70 ,18849,Organic,2024,Sacramento, CA,277
2024-02-04,$1.16 ,619148,Conventional,2024,San Diego, CA,253
2024-02-04,$1.80 ,26451,Organic,2024,San Diego, CA,253
2024-02-04,$1.40 ,686032,Conventional,2024,San Francisco, CA,283
2024-02-04,$1.86 ,61465,Organic,2024,San Francisco, CA,283
2024-02-04,$1.37 ,555302,Conventional,2024,Seattle, WA,1029
2024-02-04,$2.23 ,67161,Organic,2024,Seattle, WA,1029
2024-02-04,$1.17 ,88919,Conventional,2024,Spokane, WA,1097
2024-02-04,$2.16 ,5081,Organic,2024,Spokane, WA,1097
2024-02-04,$0.78 ,310237,Conventional,2024,St. Louis, MO,1841
2024-02-04,$1.24 ,20148,Organic,2024,St. Louis, MO,1841
2024-02-04,$0.89 ,130881,Conventional,2024,Syracuse, NY,2693
2024-02-04,$1.15 ,10019,Organic,2024,Syracuse, NY,2693
2024-02-04,$0.89 ,942905,Conventional,2024,Tampa, FL,2636
2024-02-04,$1.17 ,41411,Organic,2024,Tampa, FL,2636
2024-02-11,$0.98 ,182796,Conventional,2024,Albany, NY,2832
2024-02-11,$1.19 ,7055,Organic,2024,Albany, NY,2832
2024-02-11,$0.93 ,1042720,Conventional,2024,Atlanta, GA,2199
2024-02-11,$0.98 ,99285,Organic,2024,Atlanta, GA,2199
2024-02-11,$1.02 ,1519568,Conventional,2024,BaltimoreWashington, MD,2679
2024-02-11,$1.23 ,108942,Organic,2024,BaltimoreWashington, MD,2679
2024-02-11,$1.13 ,146717,Conventional,2024,Boise, ID,827
2024-02-11,$1.89 ,7464,Organic,2024,Boise, ID,827
2024-02-11,$1.14 ,818274,Conventional,2024,Boston, MA,2998
2024-02-11,$1.53 ,41986,Organic,2024,Boston, MA,2998
2024-02-11,$0.89 ,309957,Conventional,2024,BuffaloRochester, NY,2552
2024-02-11,$1.27 ,22794,Organic,2024,BuffaloRochester, NY,2552
2024-02-11,$0.95 ,595324,Conventional,2024,Charlotte, NC,2428
2024-02-11,$1.41 ,41367,Organic,2024,Charlotte, NC,2428
2024-02-11,$0.77 ,1862012,Conventional,2024,Chicago, IL,2030
2024-02-11,$1.30 ,90444,Organic,2024,Chicago, IL,2030
2024-02-11,$0.89 ,430963,Conventional,2024,CincinnatiDayton, OH,2190
2024-02-11,$1.95 ,21795,Organic,2024,CincinnatiDayton, OH,2190
2024-02-11,$0.84 ,379286,Conventional,2024,Columbus, OH,2261
2024-02-11,$1.74 ,12747,Organic,2024,Columbus, OH,2261
2024-02-11,$0.75 ,1893397,Conventional,2024,DallasFtWorth, TX,1449
2024-02-11,$1.08 ,67753,Organic,2024,DallasFtWorth, TX,1449
2024-02-11,$0.99 ,1245840,Conventional,2024,Denver, CO,1032
2024-02-11,$1.27 ,55635,Organic,2024,Denver, CO,1032
2024-02-11,$0.84 ,695577,Conventional,2024,Detroit, MI,2296
2024-02-11,$1.41 ,27407,Organic,2024,Detroit, MI,2296
2024-02-11,$0.89 ,333973,Conventional,2024,Grand Rapids, MI,2193
2024-02-11,$1.10 ,10007,Organic,2024,Grand Rapids, MI,2193
2024-02-11,$1.01 ,570047,Conventional,2024,HarrisburgScranton, PA,2717
2024-02-11,$0.89 ,53934,Organic,2024,HarrisburgScranton, PA,2717
2024-02-11,$1.03 ,634801,Conventional,2024,HartfordSpringfield, CT,2906
2024-02-11,$1.30 ,32755,Organic,2024,HartfordSpringfield, CT,2906
2024-02-11,$0.81 ,1250971,Conventional,2024,Houston, TX,1656
2024-02-11,$1.06 ,34784,Organic,2024,Houston, TX,1656
2024-02-11,$0.86 ,395669,Conventional,2024,Indianapolis, IN,2083
2024-02-11,$1.58 ,14868,Organic,2024,Indianapolis, IN,2083
2024-02-11,$0.90 ,359549,Conventional,2024,Jacksonville, FL,2440
2024-02-11,$1.17 ,18381,Organic,2024,Jacksonville, FL,2440
2024-02-11,$1.03 ,511877,Conventional,2024,Las Vegas, NV,286
2024-02-11,$1.29 ,25261,Organic,2024,Las Vegas, NV,286
2024-02-11,$0.95 ,4140095,Conventional,2024,Los Angeles, CA,111
2024-02-11,$1.63 ,169143,Organic,2024,Los Angeles, CA,111
2024-02-11,$0.85 ,202139,Conventional,2024,Louisville, KY,2101
2024-02-11,$1.75 ,9851,Organic,2024,Louisville, KY,2101
2024-02-11,$0.88 ,425410,Conventional,2024,Nashville, TN,2022
2024-02-11,$1.41 ,29039,Organic,2024,Nashville, TN,2022
2024-02-11,$0.77 ,341704,Conventional,2024,New Orleans, LA,1954
2024-02-11,$1.05 ,18534,Organic,2024,New Orleans, LA,1954
2024-02-11,$1.12 ,3614995,Conventional,2024,New York, NY,2794
2024-02-11,$1.21 ,221011,Organic,2024,New York, NY,2794
2024-02-11,$0.86 ,983868,Conventional,2024,Orlando, FL,2617
2024-02-11,$1.13 ,47418,Organic,2024,Orlando, FL,2617
2024-02-11,$0.98 ,1007453,Conventional,2024,Philadelphia, PA,2759
2024-02-11,$1.04 ,70381,Organic,2024,Philadelphia, PA,2759
2024-02-11,$0.88 ,1723786,Conventional,2024,PhoenixTucson, AZ,482
2024-02-11,$1.20 ,43744,Organic,2024,PhoenixTucson, AZ,482
2024-02-11,$0.83 ,293963,Conventional,2024,Pittsburgh, PA,2445
2024-02-11,$1.18 ,11560,Organic,2024,Pittsburgh, PA,2445
2024-02-11,$1.05 ,800030,Conventional,2024,Portland, OR,855
2024-02-11,$1.99 ,41624,Organic,2024,Portland, OR,855
2024-02-11,$0.93 ,686012,Conventional,2024,RaleighGreensboro, NC,2557
2024-02-11,$1.36 ,47280,Organic,2024,RaleighGreensboro, NC,2557
2024-02-11,$0.92 ,474386,Conventional,2024,RichmondNorfolk, VA,2632
2024-02-11,$1.20 ,38761,Organic,2024,RichmondNorfolk, VA,2632
2024-02-11,$1.06 ,674602,Conventional,2024,Sacramento, CA,277
2024-02-11,$1.64 ,19031,Organic,2024,Sacramento, CA,277
2024-02-11,$1.01 ,794606,Conventional,2024,San Diego, CA,253
2024-02-11,$1.77 ,26698,Organic,2024,San Diego, CA,253
2024-02-11,$0.92 ,1157554,Conventional,2024,San Francisco, CA,283
2024-02-11,$1.85 ,61220,Organic,2024,San Francisco, CA,283
2024-02-11,$1.18 ,692869,Conventional,2024,Seattle, WA,1029
2024-02-11,$1.89 ,93838,Organic,2024,Seattle, WA,1029
2024-02-11,$1.00 ,107369,Conventional,2024,Spokane, WA,1097
2024-02-11,$2.17 ,5287,Organic,2024,Spokane, WA,1097
2024-02-11,$0.71 ,391907,Conventional,2024,St. Louis, MO,1841
2024-02-11,$1.18 ,19416,Organic,2024,St. Louis, MO,1841
2024-02-11,$0.91 ,142191,Conventional,2024,Syracuse, NY,2693
2024-02-11,$1.19 ,9733,Organic,2024,Syracuse, NY,2693
2024-02-11,$0.88 ,998619,Conventional,2024,Tampa, FL,2636
2024-02-11,$1.14 ,38382,Organic,2024,Tampa, FL,2636
2024-02-18,$1.02 ,139096,Conventional,2024,Albany, NY,2832
2024-02-18,$1.09 ,8358,Organic,2024,Albany, NY,2832
2024-02-18,$1.01 ,865835,Conventional,2024,Atlanta, GA,2199
2024-02-18,$0.96 ,94810,Organic,2024,Atlanta, GA,2199
2024-02-18,$1.08 ,1377157,Conventional,2024,BaltimoreWashington, MD,2679
2024-02-18,$1.22 ,123297,Organic,2024,BaltimoreWashington, MD,2679
2024-02-18,$1.22 ,120704,Conventional,2024,Boise, ID,827
2024-02-18,$1.90 ,6613,Organic,2024,Boise, ID,827
2024-02-18,$1.05 ,870721,Conventional,2024,Boston, MA,2998
2024-02-18,$1.52 ,41850,Organic,2024,Boston, MA,2998
2024-02-18,$0.94 ,232918,Conventional,2024,BuffaloRochester, NY,2552
2024-02-18,$1.16 ,25678,Organic,2024,BuffaloRochester, NY,2552
2024-02-18,$1.04 ,452941,Conventional,2024,Charlotte, NC,2428
2024-02-18,$1.28 ,49351,Organic,2024,Charlotte, NC,2428
2024-02-18,$1.00 ,1169746,Conventional,2024,Chicago, IL,2030
2024-02-18,$1.28 ,90561,Organic,2024,Chicago, IL,2030
2024-02-18,$0.94 ,349194,Conventional,2024,CincinnatiDayton, OH,2190
2024-02-18,$1.98 ,19967,Organic,2024,CincinnatiDayton, OH,2190
2024-02-18,$0.89 ,309028,Conventional,2024,Columbus, OH,2261
2024-02-18,$1.75 ,12448,Organic,2024,Columbus, OH,2261
2024-02-18,$0.79 ,1520714,Conventional,2024,DallasFtWorth, TX,1449
2024-02-18,$1.08 ,66503,Organic,2024,DallasFtWorth, TX,1449
2024-02-18,$1.02 ,951080,Conventional,2024,Denver, CO,1032
2024-02-18,$1.29 ,50905,Organic,2024,Denver, CO,1032
2024-02-18,$0.92 ,521912,Conventional,2024,Detroit, MI,2296
2024-02-18,$1.34 ,31042,Organic,2024,Detroit, MI,2296
2024-02-18,$1.05 ,217645,Conventional,2024,Grand Rapids, MI,2193
2024-02-18,$0.97 ,12625,Organic,2024,Grand Rapids, MI,2193
2024-02-18,$0.93 ,565770,Conventional,2024,HarrisburgScranton, PA,2717
2024-02-18,$0.90 ,56679,Organic,2024,HarrisburgScranton, PA,2717
2024-02-18,$1.07 ,470567,Conventional,2024,HartfordSpringfield, CT,2906
2024-02-18,$1.24 ,38079,Organic,2024,HartfordSpringfield, CT,2906
2024-02-18,$0.87 ,1031214,Conventional,2024,Houston, TX,1656
2024-02-18,$1.02 ,35473,Organic,2024,Houston, TX,1656
2024-02-18,$0.92 ,321106,Conventional,2024,Indianapolis, IN,2083
2024-02-18,$1.61 ,14425,Organic,2024,Indianapolis, IN,2083
2024-02-18,$1.01 ,298612,Conventional,2024,Jacksonville, FL,2440
2024-02-18,$1.14 ,19318,Organic,2024,Jacksonville, FL,2440
2024-02-18,$1.03 ,396638,Conventional,2024,Las Vegas, NV,286
2024-02-18,$1.37 ,20690,Organic,2024,Las Vegas, NV,286
2024-02-18,$1.03 ,3197866,Conventional,2024,Los Angeles, CA,111
2024-02-18,$1.64 ,154281,Organic,2024,Los Angeles, CA,111
2024-02-18,$0.91 ,169331,Conventional,2024,Louisville, KY,2101
2024-02-18,$1.75 ,9343,Organic,2024,Louisville, KY,2101
2024-02-18,$0.95 ,362341,Conventional,2024,Nashville, TN,2022
2024-02-18,$1.35 ,28096,Organic,2024,Nashville, TN,2022
2024-02-18,$0.80 ,304756,Conventional,2024,New Orleans, LA,1954
2024-02-18,$1.05 ,19831,Organic,2024,New Orleans, LA,1954
2024-02-18,$1.10 ,2720377,Conventional,2024,New York, NY,2794
2024-02-18,$1.16 ,229398,Organic,2024,New York, NY,2794
2024-02-18,$0.95 ,816802,Conventional,2024,Orlando, FL,2617
2024-02-18,$1.13 ,55473,Organic,2024,Orlando, FL,2617
2024-02-18,$0.96 ,838197,Conventional,2024,Philadelphia, PA,2759
2024-02-18,$1.04 ,77854,Organic,2024,Philadelphia, PA,2759
2024-02-18,$0.90 ,1320275,Conventional,2024,PhoenixTucson, AZ,482
2024-02-18,$1.25 ,40973,Organic,2024,PhoenixTucson, AZ,482
2024-02-18,$0.97 ,203343,Conventional,2024,Pittsburgh, PA,2445
2024-02-18,$1.13 ,14731,Organic,2024,Pittsburgh, PA,2445
2024-02-18,$1.15 ,606544,Conventional,2024,Portland, OR,855
2024-02-18,$2.03 ,35507,Organic,2024,Portland, OR,855
2024-02-18,$1.03 ,524055,Conventional,2024,RaleighGreensboro, NC,2557
2024-02-18,$1.25 ,58210,Organic,2024,RaleighGreensboro, NC,2557
2024-02-18,$0.96 ,372047,Conventional,2024,RichmondNorfolk, VA,2632
2024-02-18,$1.24 ,39406,Organic,2024,RichmondNorfolk, VA,2632
2024-02-18,$1.21 ,431764,Conventional,2024,Sacramento, CA,277
2024-02-18,$1.66 ,17895,Organic,2024,Sacramento, CA,277
2024-02-18,$1.08 ,586103,Conventional,2024,San Diego, CA,253
2024-02-18,$1.80 ,25757,Organic,2024,San Diego, CA,253
2024-02-18,$1.28 ,658718,Conventional,2024,San Francisco, CA,283
2024-02-18,$1.91 ,55819,Organic,2024,San Francisco, CA,283
2024-02-18,$1.31 ,549559,Conventional,2024,Seattle, WA,1029
2024-02-18,$1.99 ,72381,Organic,2024,Seattle, WA,1029
2024-02-18,$1.07 ,81862,Conventional,2024,Spokane, WA,1097
2024-02-18,$2.26 ,4772,Organic,2024,Spokane, WA,1097
2024-02-18,$0.78 ,274054,Conventional,2024,St. Louis, MO,1841
2024-02-18,$1.07 ,20231,Organic,2024,St. Louis, MO,1841
2024-02-18,$0.95 ,106586,Conventional,2024,Syracuse, NY,2693
2024-02-18,$1.10 ,12386,Organic,2024,Syracuse, NY,2693
2024-02-18,$0.97 ,830861,Conventional,2024,Tampa, FL,2636
2024-02-18,$1.13 ,43474,Organic,2024,Tampa, FL,2636
2024-02-25,$1.02 ,136514,Conventional,2024,Albany, NY,2832
2024-02-25,$1.11 ,8390,Organic,2024,Albany, NY,2832
2024-02-25,$1.01 ,922875,Conventional,2024,Atlanta, GA,2199
2024-02-25,$0.95 ,103062,Organic,2024,Atlanta, GA,2199
2024-02-25,$1.10 ,1293889,Conventional,2024,BaltimoreWashington, MD,2679
2024-02-25,$1.25 ,117889,Organic,2024,BaltimoreWashington, MD,2679
2024-02-25,$1.26 ,111913,Conventional,2024,Boise, ID,827
2024-02-25,$1.83 ,6385,Organic,2024,Boise, ID,827
2024-02-25,$1.18 ,725576,Conventional,2024,Boston, MA,2998
2024-02-25,$1.53 ,40688,Organic,2024,Boston, MA,2998
2024-02-25,$0.93 ,256145,Conventional,2024,BuffaloRochester, NY,2552
2024-02-25,$1.19 ,26905,Organic,2024,BuffaloRochester, NY,2552
2024-02-25,$1.08 ,457547,Conventional,2024,Charlotte, NC,2428
2024-02-25,$1.36 ,47369,Organic,2024,Charlotte, NC,2428
2024-02-25,$1.02 ,1276642,Conventional,2024,Chicago, IL,2030
2024-02-25,$1.27 ,91499,Organic,2024,Chicago, IL,2030
2024-02-25,$0.97 ,362998,Conventional,2024,CincinnatiDayton, OH,2190
2024-02-25,$1.98 ,21780,Organic,2024,CincinnatiDayton, OH,2190
2024-02-25,$0.94 ,322471,Conventional,2024,Columbus, OH,2261
2024-02-25,$1.74 ,13761,Organic,2024,Columbus, OH,2261
2024-02-25,$0.81 ,1609279,Conventional,2024,DallasFtWorth, TX,1449
2024-02-25,$1.08 ,78366,Organic,2024,DallasFtWorth, TX,1449
2024-02-25,$1.07 ,962830,Conventional,2024,Denver, CO,1032
2024-02-25,$1.25 ,57521,Organic,2024,Denver, CO,1032
2024-02-25,$0.98 ,520543,Conventional,2024,Detroit, MI,2296
2024-02-25,$1.40 ,29552,Organic,2024,Detroit, MI,2296
2024-02-25,$1.05 ,219717,Conventional,2024,Grand Rapids, MI,2193
2024-02-25,$1.11 ,10432,Organic,2024,Grand Rapids, MI,2193
2024-02-25,$1.05 ,489488,Conventional,2024,HarrisburgScranton, PA,2717
2024-02-25,$0.88 ,58658,Organic,2024,HarrisburgScranton, PA,2717
2024-02-25,$1.20 ,437047,Conventional,2024,HartfordSpringfield, CT,2906
2024-02-25,$1.29 ,36633,Organic,2024,HartfordSpringfield, CT,2906
2024-02-25,$0.93 ,1036855,Conventional,2024,Houston, TX,1656
2024-02-25,$1.05 ,38774,Organic,2024,Houston, TX,1656
2024-02-25,$0.97 ,325241,Conventional,2024,Indianapolis, IN,2083
2024-02-25,$1.59 ,14774,Organic,2024,Indianapolis, IN,2083
2024-02-25,$1.02 ,309008,Conventional,2024,Jacksonville, FL,2440
2024-02-25,$1.15 ,20879,Organic,2024,Jacksonville, FL,2440
2024-02-25,$1.11 ,393500,Conventional,2024,Las Vegas, NV,286
2024-02-25,$1.34 ,22342,Organic,2024,Las Vegas, NV,286
2024-02-25,$1.20 ,2979617,Conventional,2024,Los Angeles, CA,111
2024-02-25,$1.57 ,158847,Organic,2024,Los Angeles, CA,111
2024-02-25,$0.98 ,174772,Conventional,2024,Louisville, KY,2101
2024-02-25,$1.78 ,9992,Organic,2024,Louisville, KY,2101
2024-02-25,$0.95 ,376941,Conventional,2024,Nashville, TN,2022
2024-02-25,$1.45 ,31977,Organic,2024,Nashville, TN,2022
2024-02-25,$0.82 ,319266,Conventional,2024,New Orleans, LA,1954
2024-02-25,$1.04 ,20200,Organic,2024,New Orleans, LA,1954
2024-02-25,$1.20 ,2621473,Conventional,2024,New York, NY,2794
2024-02-25,$1.19 ,219310,Organic,2024,New York, NY,2794
2024-02-25,$0.95 ,854340,Conventional,2024,Orlando, FL,2617
2024-02-25,$1.14 ,51757,Organic,2024,Orlando, FL,2617
2024-02-25,$1.02 ,792152,Conventional,2024,Philadelphia, PA,2759
2024-02-25,$1.04 ,76157,Organic,2024,Philadelphia, PA,2759
2024-02-25,$0.98 ,1251216,Conventional,2024,PhoenixTucson, AZ,482
2024-02-25,$1.22 ,43247,Organic,2024,PhoenixTucson, AZ,482
2024-02-25,$0.87 ,246545,Conventional,2024,Pittsburgh, PA,2445
2024-02-25,$1.13 ,13420,Organic,2024,Pittsburgh, PA,2445
2024-02-25,$1.24 ,591752,Conventional,2024,Portland, OR,855
2024-02-25,$2.07 ,37078,Organic,2024,Portland, OR,855
2024-02-25,$1.04 ,537246,Conventional,2024,RaleighGreensboro, NC,2557
2024-02-25,$1.31 ,53668,Organic,2024,RaleighGreensboro, NC,2557
2024-02-25,$0.95 ,393205,Conventional,2024,RichmondNorfolk, VA,2632
2024-02-25,$1.25 ,38906,Organic,2024,RichmondNorfolk, VA,2632
2024-02-25,$1.09 ,523684,Conventional,2024,Sacramento, CA,277
2024-02-25,$1.64 ,19222,Organic,2024,Sacramento, CA,277
2024-02-25,$1.18 ,566413,Conventional,2024,San Diego, CA,253
2024-02-25,$1.75 ,27017,Organic,2024,San Diego, CA,253
2024-02-25,$1.03 ,877701,Conventional,2024,San Francisco, CA,283
2024-02-25,$1.92 ,58367,Organic,2024,San Francisco, CA,283
2024-02-25,$1.49 ,518132,Conventional,2024,Seattle, WA,1029
2024-02-25,$2.17 ,73346,Organic,2024,Seattle, WA,1029
2024-02-25,$1.24 ,82848,Conventional,2024,Spokane, WA,1097
2024-02-25,$2.35 ,5371,Organic,2024,Spokane, WA,1097
2024-02-25,$0.82 ,298181,Conventional,2024,St. Louis, MO,1841
2024-02-25,$1.21 ,20085,Organic,2024,St. Louis, MO,1841
2024-02-25,$0.94 ,113952,Conventional,2024,Syracuse, NY,2693
2024-02-25,$1.13 ,11260,Organic,2024,Syracuse, NY,2693
2024-02-25,$0.97 ,856738,Conventional,2024,Tampa, FL,2636
2024-02-25,$1.13 ,43986,Organic,2024,Tampa, FL,2636
2024-03-03,$0.98 ,166413,Conventional,2024,Albany, NY,2832
2024-03-03,$1.18 ,7199,Organic,2024,Albany, NY,2832
2024-03-03,$0.99 ,922768,Conventional,2024,Atlanta, GA,2199
2024-03-03,$0.95 ,105463,Organic,2024,Atlanta, GA,2199
2024-03-03,$1.03 ,1445735,Conventional,2024,BaltimoreWashington, MD,2679
2024-03-03,$1.35 ,101316,Organic,2024,BaltimoreWashington, MD,2679
2024-03-03,$1.09 ,134481,Conventional,2024,Boise, ID,827
2024-03-03,$1.83 ,6788,Organic,2024,Boise, ID,827
2024-03-03,$1.05 ,872407,Conventional,2024,Boston, MA,2998
2024-03-03,$1.56 ,36519,Organic,2024,Boston, MA,2998
2024-03-03,$0.92 ,284119,Conventional,2024,BuffaloRochester, NY,2552
2024-03-03,$1.22 ,23441,Organic,2024,BuffaloRochester, NY,2552
2024-03-03,$1.05 ,485953,Conventional,2024,Charlotte, NC,2428
2024-03-03,$1.39 ,47101,Organic,2024,Charlotte, NC,2428
2024-03-03,$0.98 ,1607364,Conventional,2024,Chicago, IL,2030
2024-03-03,$1.26 ,79251,Organic,2024,Chicago, IL,2030
2024-03-03,$0.99 ,339379,Conventional,2024,CincinnatiDayton, OH,2190
2024-03-03,$1.98 ,21118,Organic,2024,CincinnatiDayton, OH,2190
2024-03-03,$0.96 ,309219,Conventional,2024,Columbus, OH,2261
2024-03-03,$1.66 ,14006,Organic,2024,Columbus, OH,2261
2024-03-03,$0.80 ,1649635,Conventional,2024,DallasFtWorth, TX,1449
2024-03-03,$1.06 ,71897,Organic,2024,DallasFtWorth, TX,1449
2024-03-03,$1.08 ,921543,Conventional,2024,Denver, CO,1032
2024-03-03,$1.27 ,57210,Organic,2024,Denver, CO,1032
2024-03-03,$0.98 ,521358,Conventional,2024,Detroit, MI,2296
